Event,RunTime,ADC,SiPM,DownTime,Temp
8049,70518495,403,88.99,13172889,28.31
8050,70527236,440,109.25,13174570,28.2
8051,70544860,366,72.41,13177771,28.1
8052,70568552,473,126.29,13182262,28.2
8053,70605189,483,132.6,13189225,28.1
8054,70608353,455,117.03,13189792,28.2
8055,70608864,415,95,13189797,28.31
8056,70616430,480,130.21,13191299,28.1
8057,70623268,583,201.26,13192621,28.2
8058,70626302,536,160.18,13193192,28.2
8059,70627561,396,85.28,13193388,28.2
8060,70633369,435,104.92,13194515,28.2
8061,70657994,94,21.5,13199023,28.2
8062,70666950,327,59.28,13200690,28.31
8063,70670904,409,91.12,13201441,28.1
8064,70674313,543,164.77,13202191,28.2
8065,70679504,755,529.8,13203141,27.99
8066,70684843,319,57.64,13204089,28.31
8067,70714910,390,82.7,13209662,28.31
8068,70718311,415,95,13210416,28.2
8069,70737331,415,95,13213968,28.2
8070,70770386,679,318.29,13220142,27.99
8071,70771854,399,87.3,13220336,28.31
8072,70799938,313,56.02,13225574,28.31
8073,70800273,334,61.44,13225764,28.31
8074,70801984,422,97.97,13225959,28.2
8075,70813866,428,101.58,13228205,28.31
8076,70825464,217,37.04,13230461,28.1
8077,70844654,332,61.17,13234000,28.2
8078,70846646,575,187.3,13234378,27.99
8079,70849431,542,168.67,13234948,28.1
8080,70854265,369,73.42,13235899,28.31
8081,70866186,133,24.73,13238148,28.31
8082,70881891,313,56.02,13240929,28.31
8083,70888961,463,119.23,13242235,28.2
8084,70890551,575,187.3,13242615,28.2
8085,70909996,399,87.3,13246208,28.31
8086,70922678,543,164.77,13248642,28.1
8087,70933948,369,73.42,13250728,28.31
8088,70949999,423,97.36,13253721,28.31
8089,70950561,376,76.43,13253912,28.31
8090,70951912,428,101.58,13254103,27.99
8091,70958574,376,76.43,13255422,28.31
8092,70977268,485,135.76,13258974,28.1
8093,70977564,391,82.35,13258979,28.31
8094,70992937,496,144.49,13261779,28.2
8095,71015430,390,82.7,13266123,28.1
8096,71017997,497,142.37,13266501,28.1
8097,71030442,496,144.49,13268954,28.2
8098,71034545,423,97.36,13269715,27.99
8099,71038187,463,119.23,13270466,27.99
8100,71050512,505,145.23,13272725,28.1
8101,71058239,492,134.92,13274240,28.2
8102,71059284,486,135.98,13274432,28.1
8103,71060566,399,87.3,13274624,28.2
8104,71071286,366,72.41,13276679,28.31
8105,71075517,319,57.64,13277431,28.2
8106,71076623,440,109.25,13277623,28.1
8107,71079209,415,95,13278191,27.88
8108,71097464,127,24.18,13281554,28.31
8109,71100332,355,68.3,13282112,28.31
8110,71104532,376,76.43,13282861,28.31
8111,71113463,384,80.08,13284547,28.31
8112,71123926,335,61.77,13286421,28.2
8113,71129644,327,59.28,13287538,28.31
8114,71134994,496,144.49,13288471,28.1
8115,71146224,67,18.51,13290737,28.2
8116,71154278,359,69.86,13292220,28.31
8117,71189185,371,73.82,13298723,28.31
8118,71190969,639,249.88,13298918,28.1
8119,71210975,371,73.82,13302697,28.31
8120,71216347,419,97.2,13303824,28.1
8121,71216585,536,160.18,13303830,28.2
8122,71218434,345,64.98,13304213,28.2
8123,71218677,344,64.67,13304218,28.31
8124,71226637,344,64.67,13305712,28.31
8125,71264565,423,97.36,13312779,28.2
8126,71265940,497,142.37,13312970,28.31
8127,71267414,319,57.64,13313351,28.31
8128,71271247,575,187.3,13314099,27.99
8129,71305509,508,144.95,13320522,28.1
